elapsed_ms,elapsed_s,timestamp,flag_ppg_warmup,flag_hr_artefact,heart_rate_bpm,heart_rate_clean_bpm,spo2_pct,o2_pct,ambient_temp_c,ambient_humidity_pct,pressure_a_pa,pressure_b_pa,pressure_c_ambient_pa,pressure_diff_ac_pa,pressure_diff_bc_pa,temp_bmp_a_c,temp_bmp_b_c,temp_bmp_c_c,imu_x,imu_y,imu_z,gyro_x,gyro_y,gyro_z,ppg_ir,ppg_red
0,0.0,2026-02-02 17:27:41.274000+00:00,1,0,,,,20.226,28.076,47.459,100670.906,100968.313,100809.813,-138.906,158.5,27.995,27.851,32.387,0.139,-0.307,0.898,230,45,-86,105625,85832
91,0.091,2026-02-02 17:27:41.365000+00:00,1,0,,,,20.226,28.129,47.459,100665.859,100964.219,100809.688,-143.828,154.531,28.008,27.851,32.383,0.15,-0.303,0.923,-26,-155,-7,110983,88298
227,0.227,2026-02-02 17:27:41.501000+00:00,1,0,,,,20.226,28.129,53.525,100652.109,100958.766,100809.656,-157.547,149.109,28.003,27.857,32.391,0.144,-0.333,0.923,117,-16,-163,110983,88298
317,0.317,2026-02-02 17:27:41.591000+00:00,1,0,,,,20.226,28.183,53.525,100636.016,100957.609,100809.531,-173.516,148.078,28.01,27.853,32.39,0.144,-0.315,0.924,-54,-98,158,111385,88470
414,0.414,2026-02-02 17:27:41.688000+00:00,1,0,,,,20.226,28.161,58.163,100625.219,100956.109,100809.859,-184.641,146.25,28.011,27.851,32.392,0.153,-0.292,0.919,8,-72,-17,111385,88470
495,0.495,2026-02-02 17:27:41.769000+00:00,1,0,,,,20.226,28.161,62.237,100606.188,100954.016,100809.422,-203.234,144.594,28.013,27.853,32.396,0.173,-0.323,0.919,36,51,-114,111385,88470
585,0.585,2026-02-02 17:27:41.859000+00:00,1,0,,,,20.226,28.151,62.237,100601.719,100952.297,100809.5,-207.781,142.797,28.014,27.85,32.397,0.161,-0.323,0.924,-53,-8,-16,111984,88802
699,0.699,2026-02-02 17:27:41.973000+00:00,1,0,,,,20.226,28.172,65.373,100602.25,100950.484,100809.734,-207.484,140.75,28.016,27.856,32.401,0.163,-0.308,0.916,-7,33,-1,111984,88802
787,0.787,2026-02-02 17:27:42.061000+00:00,1,0,,,,20.195,28.172,65.373,100590.563,100947.844,100809.656,-219.094,138.188,28.015,27.854,32.399,0.147,-0.307,0.927,42,1,104,111656,88492
901,0.901,2026-02-02 17:27:42.175000+00:00,1,0,,,,20.163,28.161,67.814,100586.453,100944.203,100809.297,-222.844,134.906,28.017,27.852,32.401,0.158,-0.314,0.922,-52,43,-19,111656,88492
990,0.99,2026-02-02 17:27:42.264000+00:00,1,0,,,,20.163,28.161,70.118,100586.219,100942.0,100809.703,-223.484,132.297,28.021,27.863,32.401,0.163,-0.315,0.919,-17,0,-29,111656,88492
1103,1.103,2026-02-02 17:27:42.377000+00:00,1,0,,,,20.163,28.151,70.118,100576.25,100939.922,100809.656,-233.406,130.266,28.023,27.863,32.408,0.168,-0.322,0.91,49,-4,56,111400,88472
1171,1.171,2026-02-02 17:27:42.445000+00:00,1,0,,,,20.163,28.151,72.163,100582.484,100939.109,100809.547,-227.063,129.563,28.023,27.859,32.407,0.142,-0.316,0.938,-21,-10,59,111400,88472
1351,1.351,2026-02-02 17:27:42.625000+00:00,1,0,,,,20.099,28.151,72.163,100602.609,100938.453,100809.563,-206.953,128.891,28.031,27.862,32.411,0.15,-0.32,0.925,-18,-30,82,104857,84174
1400,1.4,2026-02-02 17:27:42.674000+00:00,1,0,,,,20.067,28.14,73.72,100663.938,100940.297,100809.406,-145.469,130.891,28.028,27.859,32.414,0.16,-0.311,0.913,73,-8,127,104857,84174
1489,1.489,2026-02-02 17:27:42.763000+00:00,1,0,,,,20.035,28.14,73.918,100718.734,100944.156,100809.094,-90.359,135.063,28.024,27.864,32.416,0.167,-0.33,0.921,-35,55,-26,104857,84174
1619,1.619,2026-02-02 17:27:42.893000+00:00,1,0,,,,20.003,28.118,73.918,100821.734,100952.422,100809.281,12.453,143.141,28.023,27.856,32.421,0.161,-0.332,0.918,56,39,289,102924,83175
1711,1.711,2026-02-02 17:27:42.985000+00:00,1,0,,,,19.972,28.076,70.027,100986.297,100957.25,100809.219,177.078,148.031,28.025,27.857,32.42,0.151,-0.312,0.927,18,84,-146,102924,83175
1801,1.801,2026-02-02 17:27:43.075000+00:00,1,0,,,,19.94,28.076,65.159,101075.297,100961.156,100809.031,266.266,152.125,28.021,27.858,32.421,0.137,-0.313,0.922,183,20,-305,103003,83144
1910,1.91,2026-02-02 17:27:43.184000+00:00,1,0,,,,19.876,28.076,65.159,101132.391,100965.578,100808.859,323.531,156.719,28.016,27.867,32.424,0.143,-0.317,0.92,95,41,316,103003,83144
2024,2.024,2026-02-02 17:27:43.298000+00:00,1,0,,,,19.844,28.065,60.879,101152.641,100966.719,100809.25,343.391,157.469,28.024,27.862,32.426,0.139,-0.291,0.931,90,118,-23,103003,83144
2119,2.119,2026-02-02 17:27:43.393000+00:00,1,0,,,,19.844,28.065,57.301,101166.078,100969.094,100808.984,357.094,160.109,28.012,27.858,32.425,0.139,-0.287,0.936,199,117,-15,102770,82714
2205,2.205,2026-02-02 17:27:43.479000+00:00,1,0,,,,19.812,28.076,57.301,101180.172,100970.234,100808.797,371.375,161.438,28.019,27.856,32.426,0.123,-0.293,0.931,-218,49,12,102770,82714
2295,2.295,2026-02-02 17:27:43.569000+00:00,1,0,,,,19.812,28.076,54.219,101184.203,100970.656,100808.938,375.266,161.719,28.006,27.864,32.431,0.161,-0.303,0.928,125,185,97,101221,82104
2385,2.385,2026-02-02 17:27:43.659000+00:00,1,0,,,,19.781,28.065,54.219,101184.531,100971.469,100809.047,375.484,162.422,28.013,27.858,32.426,0.137,-0.285,0.927,199,284,18,102824,83144
2503,2.503,2026-02-02 17:27:43.777000+00:00,1,0,,,,19.781,28.054,51.571,101185.875,100972.328,100809.453,376.422,162.875,28.011,27.859,32.435,0.113,-0.264,0.938,377,302,-489,102824,83144
2632,2.632,2026-02-02 17:27:43.906000+00:00,1,0,,,,19.781,28.054,49.443,101184.203,100971.922,100809.047,375.156,162.875,28.009,27.865,32.435,0.034,-0.235,0.971,258,150,177,100538,81582
2700,2.7,2026-02-02 17:27:43.974000+00:00,1,0,,,,19.781,28.054,49.443,101197.438,100968.719,100808.594,388.844,160.125,28.01,27.858,32.435,0.089,-0.246,0.939,25,283,43,100538,81582
2791,2.791,2026-02-02 17:27:44.065000+00:00,1,0,,,,19.781,28.054,48.077,101056.844,100966.984,100809.516,247.328,157.469,28.01,27.86,32.434,0.092,-0.216,0.946,299,44,-277,104016,83572
2880,2.88,2026-02-02 17:27:44.154000+00:00,1,0,,,,19.801,28.076,50.496,100925.766,100949.484,100809.469,116.297,140.016,28.011,27.86,32.437,0.085,-0.237,0.955,-11,-41,-311,104016,83572
2997,2.997,2026-02-02 17:27:44.271000+00:00,0,1,120.0,,97.0,19.781,28.097,50.496,100714.125,100951.297,100809.359,-95.234,141.938,28.014,27.86,32.438,0.086,-0.214,0.946,22,-46,-210,104016,83572
3104,3.104,2026-02-02 17:27:44.378000+00:00,0,1,120.0,,97.0,19.781,28.097,56.271,100605.625,100950.609,100808.469,-202.844,142.141,28.024,27.863,32.439,0.067,-0.206,0.959,-51,-11,98,109232,85670
3195,3.195,2026-02-02 17:27:44.469000+00:00,0,1,120.0,,97.0,19.812,28.161,56.271,100559.141,100948.359,100809.328,-250.188,139.031,28.026,27.859,32.445,0.079,-0.211,0.957,-32,-28,-28,109232,85670
3290,3.29,2026-02-02 17:27:44.564000+00:00,0,1,120.0,,97.0,19.812,28.194,61.917,100549.344,100946.625,100809.016,-259.672,137.609,28.035,27.863,32.44,0.08,-0.226,0.961,-28,-59,39,109301,85521
3422,3.422,2026-02-02 17:27:44.696000+00:00,0,1,120.0,,97.0,19.812,28.194,66.227,100552.047,100944.938,100808.828,-256.781,136.109,28.037,27.864,32.443,0.093,-0.222,0.99,329,-82,-164,109301,85521
3511,3.511,2026-02-02 17:27:44.785000+00:00,0,1,120.0,,97.0,19.812,28.194,66.227,100543.828,100943.75,100808.813,-264.984,134.938,28.029,27.871,32.449,0.085,-0.209,0.979,408,-23,63,109301,85521
3600,3.6,2026-02-02 17:27:44.874000+00:00,0,1,120.0,,97.0,19.812,28.226,69.783,100534.375,100941.438,100809.063,-274.688,132.375,28.039,27.87,32.45,0.078,-0.164,0.926,912,-98,124,109747,85347
3690,3.69,2026-02-02 17:27:44.964000+00:00,0,1,120.0,,97.0,19.781,28.226,72.659,100529.594,100938.672,100809.047,-279.453,129.625,28.047,27.867,32.451,0.096,-0.188,0.953,-603,208,-103,109747,85347
3824,3.824,2026-02-02 17:27:45.098000+00:00,0,1,120.0,,97.0,19.781,28.226,72.659,100523.078,100934.5,100808.781,-285.703,125.719,28.043,27.864,32.454,0.101,-0.194,0.958,24,-154,-89,110212,85222
3915,3.915,2026-02-02 17:27:45.189000+00:00,0,1,120.0,,97.0,19.781,28.226,75.116,100523.344,100926.734,100808.969,-285.625,117.766,28.052,27.866,32.453,0.095,-0.201,0.962,91,-62,195,110212,85222
4016,4.016,2026-02-02 17:27:45.290000+00:00,0,1,120.0,,97.0,19.741,28.215,75.116,100514.813,100916.703,100808.906,-294.094,107.797,28.048,27.867,32.452,0.128,-0.2,0.959,-32,4,45,110212,85222
4094,4.094,2026-02-02 17:27:45.368000+00:00,0,1,120.0,,97.0,19.757,28.226,77.275,100495.906,100904.297,100808.984,-313.078,95.313,28.055,27.866,32.458,0.096,-0.187,0.958,255,33,223,110063,85135
4185,4.185,2026-02-02 17:27:45.459000+00:00,0,1,120.0,,97.0,19.717,28.226,79.228,100490.516,100900.5,100809.219,-318.703,91.281,28.048,27.876,32.464,0.093,-0.186,0.955,-224,43,-218,110063,85135
4276,4.276,2026-02-02 17:27:45.550000+00:00,0,1,120.0,,97.0,19.717,28.204,79.228,100490.188,100900.391,100809.453,-319.266,90.938,28.048,27.877,32.463,0.06,-0.204,0.999,10,135,-11,110140,85130
4368,4.368,2026-02-02 17:27:45.642000+00:00,0,1,120.0,,97.0,19.653,28.236,81.051,100497.313,100899.031,100809.531,-312.219,89.5,28.054,27.883,32.465,0.099,-0.187,0.961,-152,-20,-124,110140,85130
4500,4.5,2026-02-02 17:27:45.774000+00:00,0,1,120.0,,97.0,19.653,28.236,82.318,100553.422,100897.578,100809.406,-255.984,88.172,28.055,27.888,32.466,0.052,-0.156,1.0,-30,43,-361,110140,85130
4589,4.589,2026-02-02 17:27:45.863000+00:00,0,1,120.0,,97.0,19.59,28.204,82.318,100632.359,100904.156,100808.891,-176.531,95.266,28.053,27.885,32.467,0.145,-0.188,0.906,-2,160,354,109276,84807
4680,4.68,2026-02-02 17:27:45.954000+00:00,0,1,120.0,,97.0,19.59,28.204,81.395,100881.5,100905.469,100808.563,72.938,96.906,28.056,27.884,32.471,0.092,-0.184,0.958,357,-688,382,109276,84807
4771,4.771,2026-02-02 17:27:46.045000+00:00,0,1,120.0,,97.0,19.558,28.118,81.395,101005.438,100907.078,100808.609,196.828,98.469,28.05,27.885,32.471,0.094,-0.211,0.968,-447,263,-486,109769,84683
4908,4.908,2026-02-02 17:27:46.182000+00:00,0,1,120.0,,97.0,19.494,28.097,76.558,101092.938,100911.25,100809.094,283.844,102.156,28.042,27.88,32.475,0.101,-0.195,0.96,170,74,61,109769,84683
4994,4.994,2026-02-02 17:27:46.268000+00:00,0,1,120.0,,97.0,19.462,28.097,71.515,101131.078,100913.781,100808.391,322.688,105.391,28.041,27.872,32.476,0.132,-0.217,0.933,-105,-59,-62,109769,84683
5083,5.083,2026-02-02 17:27:46.357000+00:00,0,0,67.0,67.0,98.0,19.462,28.086,71.515,101178.922,100915.953,100809.031,369.891,106.922,28.043,27.875,32.48,0.099,-0.196,0.961,273,-210,139,110037,85142
5175,5.175,2026-02-02 17:27:46.449000+00:00,0,0,67.0,67.0,98.0,19.43,28.076,67.097,101185.656,100918.813,100808.969,376.688,109.844,28.04,27.879,32.482,0.102,-0.194,0.949,-137,155,-439,110037,85142
5310,5.31,2026-02-02 17:27:46.584000+00:00,0,0,67.0,67.0,98.0,19.462,28.076,67.097,101194.516,100921.313,100809.328,385.188,111.984,28.042,27.88,32.481,0.073,-0.184,0.965,-96,90,-94,107228,83664
5446,5.446,2026-02-02 17:27:46.720000+00:00,0,0,67.0,67.0,98.0,19.391,28.054,63.374,101194.063,100923.875,100809.063,385.0,114.813,28.043,27.879,32.482,0.125,-0.2,0.942,-95,79,-88,108760,84482
5490,5.49,2026-02-02 17:27:46.764000+00:00,0,0,67.0,67.0,98.0,19.391,28.054,60.307,101191.297,100926.125,100809.563,381.734,116.563,28.044,27.877,32.485,0.097,-0.204,0.965,-71,-12,114,108760,84482
5601,5.601,2026-02-02 17:27:46.875000+00:00,0,0,67.0,67.0,98.0,19.399,28.065,60.307,101200.344,100927.203,100809.281,391.063,117.922,28.043,27.875,32.485,0.105,-0.196,0.947,290,-113,286,104469,82060
5715,5.715,2026-02-02 17:27:46.989000+00:00,0,0,67.0,67.0,98.0,19.43,28.086,57.881,101209.609,100928.703,100809.172,400.438,119.531,28.033,27.88,32.489,0.099,-0.209,0.961,-20,-56,115,104469,82060
5805,5.805,2026-02-02 17:27:47.079000+00:00,0,0,67.0,67.0,98.0,19.399,28.086,56.325,101054.781,100928.141,100809.719,245.063,118.422,28.044,27.876,32.488,0.096,-0.213,0.963,-2,-25,193,104379,81602
5895,5.895,2026-02-02 17:27:47.169000+00:00,0,0,67.0,67.0,98.0,19.43,28.076,56.325,100998.109,100924.172,100808.859,189.25,115.313,28.037,27.885,32.49,0.145,-0.228,0.962,68,7,-156,104379,81602
5983,5.983,2026-02-02 17:27:47.257000+00:00,0,0,67.0,67.0,98.0,19.43,28.108,57.919,100930.938,100921.547,100809.313,121.625,112.234,28.043,27.882,32.492,0.111,-0.188,0.935,57,44,-16,104379,81602
6164,6.164,2026-02-02 17:27:47.438000+00:00,0,0,61.0,61.0,97.0,19.43,28.108,57.919,100868.859,100921.297,100809.156,59.703,112.141,28.044,27.881,32.495,0.103,-0.183,0.943,41,28,-52,100152,78606
6209,6.209,2026-02-02 17:27:47.483000+00:00,0,0,61.0,61.0,97.0,19.462,28.14,61.825,100710.641,100920.766,100809.578,-98.938,111.188,28.043,27.88,32.497,0.103,-0.216,0.966,67,-54,120,100152,78606
6299,6.299,2026-02-02 17:27:47.573000+00:00,0,0,61.0,61.0,97.0,19.462,28.14,65.96,100684.547,100920.156,100809.578,-125.031,110.578,28.043,27.882,32.501,0.111,-0.2,0.967,115,-164,58,100275,78855
6390,6.39,2026-02-02 17:27:47.664000+00:00,0,0,61.0,61.0,97.0,19.462,28.183,65.96,100650.016,100918.672,100809.234,-159.219,109.438,28.044,27.882,32.5,0.102,-0.182,0.96,18,19,-25,100275,78855
6501,6.501,2026-02-02 17:27:47.775000+00:00,0,0,61.0,61.0,97.0,19.462,28.183,69.134,100617.375,100917.391,100809.047,-191.672,108.344,28.058,27.882,32.504,0.104,-0.192,0.962,86,64,20,100275,78855
6571,6.571,2026-02-02 17:27:47.845000+00:00,0,0,61.0,61.0,97.0,19.462,28.183,71.751,100607.031,100915.469,100809.375,-202.344,106.094,28.054,27.881,32.504,0.097,-0.194,0.979,9,18,29,100339,78754
6707,6.707,2026-02-02 17:27:47.981000+00:00,0,0,61.0,61.0,97.0,19.494,28.183,71.751,100603.891,100913.516,100809.234,-205.344,104.281,28.053,27.889,32.504,0.113,-0.189,0.959,49,-15,33,100339,78754
6796,6.796,2026-02-02 17:27:48.070000+00:00,0,0,61.0,61.0,97.0,19.462,28.183,73.918,100600.703,100911.938,100809.422,-208.719,102.516,28.054,27.882,32.504,0.107,-0.186,0.967,151,-36,26,102499,79720
6906,6.906,2026-02-02 17:27:48.180000+00:00,0,0,61.0,61.0,97.0,19.462,28.183,75.49,100587.719,100909.406,100809.266,-221.547,100.141,28.055,27.884,32.508,0.115,-0.191,0.954,-91,47,19,102499,79720
6974,6.974,2026-02-02 17:27:48.248000+00:00,0,0,61.0,61.0,97.0,19.462,28.183,75.49,100575.078,100907.219,100809.125,-234.047,98.094,28.06,27.887,32.509,0.105,-0.197,0.969,-5,47,-105,102499,79720
7110,7.11,2026-02-02 17:27:48.384000+00:00,0,0,65.0,65.0,97.0,19.43,28.183,77.092,100573.859,100906.172,100809.641,-235.781,96.531,28.066,27.889,32.516,0.107,-0.187,0.958,-4,-30,103,102036,79207
7200,7.2,2026-02-02 17:27:48.474000+00:00,0,0,65.0,65.0,97.0,19.391,28.172,77.092,100573.234,100904.781,100809.453,-236.219,95.328,28.06,27.891,32.517,0.111,-0.183,0.97,56,-50,93,102036,79207
7291,7.291,2026-02-02 17:27:48.565000+00:00,0,0,65.0,65.0,97.0,19.399,28.161,78.297,100576.016,100904.188,100809.625,-233.609,94.563,28.066,27.887,32.516,0.107,-0.2,0.963,-178,32,-146,101834,78915
7380,7.38,2026-02-02 17:27:48.654000+00:00,0,0,65.0,65.0,97.0,19.367,28.161,79.205,100575.906,100902.547,100808.984,-233.078,93.563,28.065,27.893,32.522,0.124,-0.183,0.95,38,24,-30,100705,78925
7515,7.515,2026-02-02 17:27:48.789000+00:00,0,0,65.0,65.0,97.0,19.335,28.172,79.205,100579.813,100902.172,100809.078,-229.266,93.094,28.064,27.893,32.526,0.097,-0.207,0.978,-22,-44,18,100705,78925
7605,7.605,2026-02-02 17:27:48.879000+00:00,0,0,65.0,65.0,97.0,19.263,28.183,79.884,100648.109,100903.359,100808.859,-160.75,94.5,28.069,27.89,32.522,0.113,-0.196,0.953,53,-86,109,98017,76166
7695,7.695,2026-02-02 17:27:48.969000+00:00,0,0,65.0,65.0,97.0,19.263,28.183,78.587,100692.547,100906.984,100809.0,-116.453,97.984,28.068,27.883,32.528,0.128,-0.2,0.954,23,104,-6,98017,76166
7784,7.784,2026-02-02 17:27:49.058000+00:00,0,0,65.0,65.0,97.0,19.271,28.14,78.587,100805.453,100912.875,100808.5,-3.047,104.375,28.07,27.89,32.528,0.111,-0.178,0.962,-30,31,94,98017,76166
7898,7.898,2026-02-02 17:27:49.172000+00:00,0,0,65.0,65.0,97.0,19.237,28.14,74.063,100958.391,100917.359,100809.047,149.344,108.313,28.058,27.889,32.527,0.118,-0.2,0.961,-4,82,98,93401,73755
8011,8.011,2026-02-02 17:27:49.285000+00:00,0,0,65.0,65.0,97.0,19.205,28.108,74.063,101041.438,100920.625,100808.719,232.719,111.906,28.061,27.889,32.53,0.103,-0.192,0.963,-30,84,-85,93401,73755
8111,8.111,2026-02-02 17:27:49.385000+00:00,0,0,63.0,63.0,96.0,19.166,28.108,69.394,101079.766,100923.531,100808.844,270.922,114.688,28.053,27.887,32.534,0.08,-0.23,0.981,-33,-71,-2,90898,72437
8191,8.191,2026-02-02 17:27:49.465000+00:00,0,0,63.0,63.0,96.0,19.142,28.108,65.388,101104.719,100926.234,100808.75,295.969,117.484,28.056,27.889,32.537,0.102,-0.191,0.963,-62,21,-65,90898,72437
8280,8.28,2026-02-02 17:27:49.554000+00:00,0,0,63.0,63.0,96.0,19.122,28.118,65.388,101118.906,100926.781,100809.016,309.891,117.766,28.051,27.888,32.541,0.119,-0.189,0.941,63,44,31,79901,68001
8415,8.415,2026-02-02 17:27:49.689000+00:00,0,0,63.0,63.0,96.0,19.11,28.118,61.924,101128.125,100929.906,100808.828,319.297,121.078,28.06,27.893,32.536,0.099,-0.194,0.97,-25,-30,58,79901,68001
8505,8.505,2026-02-02 17:27:49.779000+00:00,0,0,63.0,63.0,96.0,19.11,28.086,59.056,101141.063,100931.266,100809.172,331.891,122.094,28.046,27.895,32.543,0.114,-0.2,0.951,116,-34,21,79901,68001
8595,8.595,2026-02-02 17:27:49.869000+00:00,0,0,63.0,63.0,96.0,19.078,28.108,59.056,101147.922,100932.406,100808.391,339.531,124.016,28.058,27.887,32.542,0.114,-0.191,0.944,-23,35,-1,74665,65993
8685,8.685,2026-02-02 17:27:49.959000+00:00,0,0,63.0,63.0,96.0,19.078,28.108,56.576,101152.719,100932.719,100808.813,343.906,123.906,28.057,27.89,32.542,0.12,-0.198,0.95,287,-60,166,74665,65993
8821,8.821,2026-02-02 17:27:50.095000+00:00,0,0,63.0,63.0,96.0,19.078,28.097,56.576,101171.406,100933.859,100808.844,362.563,125.016,28.053,27.891,32.539,0.115,-0.197,0.943,-116,33,3,74200,63267
8911,8.911,2026-02-02 17:27:50.185000+00:00,0,0,63.0,63.0,96.0,19.078,28.097,54.684,101048.922,100933.906,100808.625,240.297,125.281,28.054,27.892,32.551,0.103,-0.197,0.969,78,-53,157,74200,63267
9000,9.0,2026-02-02 17:27:50.274000+00:00,0,0,63.0,63.0,96.0,19.078,28.097,55.523,100951.188,100929.563,100808.891,142.297,120.672,28.049,27.893,32.548,0.139,-0.194,0.944,40,-18,-72,74200,63267
9115,9.115,2026-02-02 17:27:50.389000+00:00,0,0,57.0,57.0,96.0,19.11,28.108,55.523,100892.484,100929.156,100808.781,83.703,120.375,28.053,27.893,32.55,0.094,-0.18,0.952,122,38,-19,71757,60013
9226,9.226,2026-02-02 17:27:50.500000+00:00,0,0,57.0,57.0,96.0,19.122,28.108,59.43,100822.188,100925.938,100808.938,13.25,117.0,28.058,27.892,32.556,0.104,-0.191,0.977,1,-51,-46,71757,60013
9272,9.272,2026-02-02 17:27:50.546000+00:00,0,0,57.0,57.0,96.0,19.142,28.172,59.43,100733.188,100925.141,100809.047,-75.859,116.094,28.066,27.895,32.552,0.122,-0.17,0.946,-21,-14,-74,71757,60013
9405,9.405,2026-02-02 17:27:50.679000+00:00,0,0,57.0,57.0,96.0,19.142,28.172,63.214,100700.125,100921.813,100808.469,-108.344,113.344,28.063,27.887,32.562,0.115,-0.175,0.96,87,-27,79,71933,61914
9495,9.495,2026-02-02 17:27:50.769000+00:00,0,0,57.0,57.0,96.0,19.142,28.172,66.464,100683.438,100919.813,100808.641,-125.203,111.172,28.065,27.888,32.555,0.124,-0.177,0.954,-13,44,-11,71933,61914
9585,9.585,2026-02-02 17:27:50.859000+00:00,0,0,57.0,57.0,96.0,19.142,28.172,66.464,100667.016,100918.297,100809.469,-142.453,108.828,28.066,27.896,32.56,0.107,-0.178,0.969,15,-25,61,73968,63402
9674,9.674,2026-02-02 17:27:50.948000+00:00,0,0,57.0,57.0,96.0,19.174,28.194,69.096,100650.844,100916.031,100809.188,-158.344,106.844,28.064,27.894,32.564,0.123,-0.178,0.957,28,11,-23,73968,63402
9808,9.808,2026-02-02 17:27:51.082000+00:00,0,0,57.0,57.0,96.0,19.174,28.194,71.11,100638.078,100914.063,100809.109,-171.031,104.953,28.069,27.893,32.564,0.118,-0.176,0.955,75,-25,53,73968,63402
9899,9.899,2026-02-02 17:27:51.173000+00:00,0,0,57.0,57.0,96.0,19.174,28.172,71.11,100621.141,100911.969,100809.078,-187.938,102.891,28.065,27.895,32.563,0.101,-0.183,0.965,13,108,-9,72452,63562
10011,10.011,2026-02-02 17:27:51.285000+00:00,0,0,57.0,57.0,96.0,19.174,28.172,72.827,100602.656,100911.031,100809.25,-206.594,101.781,28.069,27.898,32.575,0.128,-0.163,0.954,69,-7,20,72452,63562
10139,10.139,2026-02-02 17:27:51.413000+00:00,0,0,53.0,53.0,96.0,19.174,28.183,72.827,100595.141,100908.5,100808.813,-213.672,99.688,28.068,27.893,32.576,0.104,-0.184,0.975,14,-11,14,71664,63401
10216,10.216,2026-02-02 17:27:51.490000+00:00,0,0,53.0,53.0,96.0,19.142,28.204,74.421,100596.063,100907.25,100808.5,-212.438,98.75,28.078,27.899,32.571,0.137,-0.174,0.946,2,33,-19,71664,63401
10305,10.305,2026-02-02 17:27:51.579000+00:00,0,0,53.0,53.0,96.0,19.11,28.204,75.612,100603.203,100906.078,100808.797,-205.594,97.281,28.081,27.9,32.573,0.106,-0.18,0.966,10,10,7,71664,63401
10395,10.395,2026-02-02 17:27:51.669000+00:00,0,0,53.0,53.0,96.0,19.11,28.183,75.612,100627.5,100905.813,100808.688,-181.188,97.125,28.078,27.902,32.578,0.116,-0.179,0.953,-46,-22,26,70096,62887
10486,10.486,2026-02-02 17:27:51.760000+00:00,0,0,53.0,53.0,96.0,19.11,28.194,76.527,100652.75,100904.563,100809.391,-156.641,95.172,28.083,27.903,32.578,0.12,-0.169,0.953,-178,61,-24,70096,62887
10575,10.575,2026-02-02 17:27:51.849000+00:00,0,0,53.0,53.0,96.0,19.078,28.194,76.359,100712.156,100906.172,100808.625,-96.469,97.547,28.082,27.901,32.582,0.111,-0.19,0.975,77,41,93,69337,62755
10665,10.665,2026-02-02 17:27:51.939000+00:00,0,0,53.0,53.0,96.0,19.078,28.172,76.359,100740.672,100911.688,100808.234,-67.563,103.453,28.075,27.905,32.587,0.113,-0.198,0.953,48,47,-21,69337,62755
10801,10.801,2026-02-02 17:27:52.075000+00:00,0,0,53.0,53.0,96.0,19.078,28.172,72.865,100894.5,100917.141,100808.766,85.734,108.375,28.076,27.898,32.584,0.122,-0.182,0.96,-110,7,-10,69337,62755
10891,10.891,2026-02-02 17:27:52.165000+00:00,0,0,53.0,53.0,96.0,19.078,28.14,68.364,101026.063,100921.313,100808.484,217.578,112.828,28.076,27.898,32.591,0.101,-0.173,0.964,-75,28,27,72229,63946
10981,10.981,2026-02-02 17:27:52.255000+00:00,0,0,53.0,53.0,96.0,18.983,28.118,68.364,101074.516,100924.609,100809.094,265.422,115.516,28.074,27.9,32.587,0.109,-0.207,0.969,55,-48,91,72229,63946
11094,11.094,2026-02-02 17:27:52.368000+00:00,0,0,53.0,53.0,96.0,18.983,28.118,64.435,101100.922,100926.578,100809.156,291.766,117.422,28.069,27.898,32.586,0.129,-0.185,0.945,54,77,36,64131,63922
11205,11.205,2026-02-02 17:27:52.479000+00:00,0,0,57.0,57.0,97.0,18.983,28.14,64.435,101117.109,100928.641,100809.156,307.953,119.484,28.068,27.897,32.594,0.099,-0.198,0.972,35,-47,140,64131,63922
11296,11.296,2026-02-02 17:27:52.570000+00:00,0,0,57.0,57.0,97.0,18.951,28.129,61.108,101126.422,100929.766,100809.0,317.422,120.766,28.068,27.899,32.592,0.12,-0.193,0.961,-58,-6,-58,64131,63922
11387,11.387,2026-02-02 17:27:52.661000+00:00,0,0,57.0,57.0,97.0,18.951,28.129,58.362,101136.75,100931.406,100808.891,327.859,122.516,28.067,27.904,32.594,0.133,-0.187,0.941,91,54,2,68255,68016
11476,11.476,2026-02-02 17:27:52.750000+00:00,0,0,57.0,57.0,97.0,18.951,28.129,58.362,101145.438,100932.797,100809.016,336.422,123.781,28.064,27.901,32.603,0.087,-0.202,0.973,-31,-8,65,68255,68016
11610,11.61,2026-02-02 17:27:52.884000+00:00,0,0,57.0,57.0,97.0,18.911,28.129,55.943,101151.375,100933.5,100809.016,342.359,124.484,28.063,27.898,32.601,0.12,-0.197,0.943,-57,21,-2,65814,65630
11702,11.702,2026-02-02 17:27:52.976000+00:00,0,0,57.0,57.0,97.0,18.919,28.14,55.943,101157.469,100933.875,100808.906,348.563,124.969,28.061,27.895,32.601,0.107,-0.186,0.957,126,-36,22,65814,65630
11811,11.811,2026-02-02 17:27:53.085000+00:00,0,0,57.0,57.0,97.0,18.951,28.129,54.097,101166.938,100934.703,100809.422,357.516,125.281,28.067,27.901,32.607,0.104,-0.198,0.954,35,-13,133,65814,65630
11881,11.881,2026-02-02 17:27:53.155000+00:00,0,0,57.0,57.0,97.0,18.951,28.129,53.227,101025.859,100933.188,100808.734,217.125,124.453,28.065,27.901,32.602,0.108,-0.206,0.956,-9,-18,21,65346,63781
